id,condition_level,question,response,utt,exp,condition_name
R_4NPnwnXnJeYYCZP,good,social goal,3,good,frown,state_manipulation
R_4NPnwnXnJeYYCZP,bad,informational goal,1,good,frown,state_manipulation
R_4NPnwnXnJeYYCZP,bad,social goal,4,good,frown,state_manipulation
R_4NPnwnXnJeYYCZP,no_info,informational goal,1,good,frown,state_manipulation
R_4NPnwnXnJeYYCZP,no_info,social goal,3,good,frown,state_manipulation
R_4NPnwnXnJeYYCZP,good,informational goal,4,bad,frown,state_manipulation
R_4NPnwnXnJeYYCZP,good,social goal,2,bad,frown,state_manipulation
R_4NPnwnXnJeYYCZP,bad,informational goal,4,bad,frown,state_manipulation
R_4NPnwnXnJeYYCZP,bad,social goal,1,bad,frown,state_manipulation
R_4NPnwnXnJeYYCZP,no_info,informational goal,4,bad,frown,state_manipulation
R_4NPnwnXnJeYYCZP,no_info,social goal,3,bad,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,good,informational goal,4,good,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,good,social goal,4,good,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,informational goal,1,good,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,social goal,4,good,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,informational goal,2,good,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,social goal,3,good,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,good,informational goal,1,bad,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,good,social goal,1,bad,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,informational goal,4,bad,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,social goal,4,bad,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,informational goal,3,bad,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,social goal,3,bad,smile,state_manipulation
R_0ChtPyLYvkwKRUZ,good,informational goal,1,good,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,good,social goal,2,good,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,informational goal,1,good,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,social goal,3,good,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,informational goal,2,good,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,social goal,3,good,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,good,informational goal,1,bad,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,good,social goal,1,bad,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,informational goal,3,bad,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,bad,social goal,2,bad,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,informational goal,3,bad,frown,state_manipulation
R_0ChtPyLYvkwKRUZ,no_info,social goal,2,bad,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,good,informational goal,3,good,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,good,social goal,4,good,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,informational goal,3,good,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,social goal,3,good,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,informational goal,3,good,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,social goal,4,good,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,good,informational goal,4,bad,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,good,social goal,1,bad,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,informational goal,4,bad,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,social goal,1,bad,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,informational goal,4,bad,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,social goal,1,bad,smile,state_manipulation
R_3hmyfiC7Ty1rcM2,good,informational goal,1,good,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,good,social goal,4,good,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,informational goal,1,good,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,social goal,3,good,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,informational goal,1,good,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,social goal,3,good,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,good,informational goal,4,bad,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,good,social goal,1,bad,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,informational goal,4,bad,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,bad,social goal,1,bad,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,informational goal,4,bad,frown,state_manipulation
R_3hmyfiC7Ty1rcM2,no_info,social goal,1,bad,frown,state_manipulation
R_1pRQFXeHLDLT3MF,good,informational goal,4,good,smile,state_manipulation
R_1pRQFXeHLDLT3MF,good,social goal,4,good,smile,state_manipulation
R_1pRQFXeHLDLT3MF,bad,informational goal,1,good,smile,state_manipulation
R_1pRQFXeHLDLT3MF,bad,social goal,4,good,smile,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,informational goal,4,good,smile,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,social goal,3,good,smile,state_manipulation
R_1pRQFXeHLDLT3MF,good,informational goal,3,bad,smile,state_manipulation
R_1pRQFXeHLDLT3MF,good,social goal,3,bad,smile,state_manipulation
R_1pRQFXeHLDLT3MF,bad,informational goal,3,bad,smile,state_manipulation
R_1pRQFXeHLDLT3MF,bad,social goal,3,bad,smile,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,informational goal,3,bad,smile,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,social goal,1,bad,smile,state_manipulation
R_1pRQFXeHLDLT3MF,good,informational goal,2,good,frown,state_manipulation
R_1pRQFXeHLDLT3MF,good,social goal,4,good,frown,state_manipulation
R_1pRQFXeHLDLT3MF,bad,informational goal,4,good,frown,state_manipulation
R_1pRQFXeHLDLT3MF,bad,social goal,1,good,frown,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,informational goal,1,good,frown,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,social goal,3,good,frown,state_manipulation
R_1pRQFXeHLDLT3MF,good,informational goal,3,bad,frown,state_manipulation
R_1pRQFXeHLDLT3MF,good,social goal,1,bad,frown,state_manipulation
R_1pRQFXeHLDLT3MF,bad,informational goal,3,bad,frown,state_manipulation
R_1pRQFXeHLDLT3MF,bad,social goal,1,bad,frown,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,informational goal,4,bad,frown,state_manipulation
R_1pRQFXeHLDLT3MF,no_info,social goal,1,bad,frown,state_manipulation
R_WkZmRhqdLigwrVT,good,informational goal,2,good,smile,state_manipulation
R_WkZmRhqdLigwrVT,good,social goal,3,good,smile,state_manipulation
R_WkZmRhqdLigwrVT,bad,informational goal,3,good,smile,state_manipulation
R_WkZmRhqdLigwrVT,bad,social goal,2,good,smile,state_manipulation
R_WkZmRhqdLigwrVT,no_info,informational goal,2,good,smile,state_manipulation
R_WkZmRhqdLigwrVT,no_info,social goal,3,good,smile,state_manipulation
R_WkZmRhqdLigwrVT,good,informational goal,3,bad,smile,state_manipulation
R_WkZmRhqdLigwrVT,good,social goal,2,bad,smile,state_manipulation
R_WkZmRhqdLigwrVT,bad,informational goal,2,bad,smile,state_manipulation
R_WkZmRhqdLigwrVT,bad,social goal,1,bad,smile,state_manipulation
R_WkZmRhqdLigwrVT,no_info,informational goal,1,bad,smile,state_manipulation
R_WkZmRhqdLigwrVT,no_info,social goal,1,bad,smile,state_manipulation
R_WkZmRhqdLigwrVT,good,informational goal,1,good,frown,state_manipulation
R_WkZmRhqdLigwrVT,good,social goal,3,good,frown,state_manipulation
R_WkZmRhqdLigwrVT,bad,informational goal,1,good,frown,state_manipulation
R_WkZmRhqdLigwrVT,bad,social goal,3,good,frown,state_manipulation
R_WkZmRhqdLigwrVT,no_info,informational goal,1,good,frown,state_manipulation
R_WkZmRhqdLigwrVT,no_info,social goal,2,good,frown,state_manipulation
R_WkZmRhqdLigwrVT,good,informational goal,3,bad,frown,state_manipulation
R_WkZmRhqdLigwrVT,good,social goal,1,bad,frown,state_manipulation
R_WkZmRhqdLigwrVT,bad,informational goal,3,bad,frown,state_manipulation
R_WkZmRhqdLigwrVT,bad,social goal,1,bad,frown,state_manipulation
R_WkZmRhqdLigwrVT,no_info,informational goal,4,bad,frown,state_manipulation
R_WkZmRhqdLigwrVT,no_info,social goal,1,bad,frown,state_manipulation
R_WCjxZcE07WH3uoh,good,informational goal,4,good,smile,state_manipulation
R_WCjxZcE07WH3uoh,good,social goal,2,good,smile,state_manipulation
R_WCjxZcE07WH3uoh,bad,informational goal,1,good,smile,state_manipulation
R_WCjxZcE07WH3uoh,bad,social goal,4,good,smile,state_manipulation
R_WCjxZcE07WH3uoh,no_info,informational goal,4,good,smile,state_manipulation
R_WCjxZcE07WH3uoh,no_info,social goal,3,good,smile,state_manipulation
R_WCjxZcE07WH3uoh,good,informational goal,1,bad,smile,state_manipulation
R_WCjxZcE07WH3uoh,good,social goal,2,bad,smile,state_manipulation
R_WCjxZcE07WH3uoh,bad,informational goal,1,bad,smile,state_manipulation
R_WCjxZcE07WH3uoh,bad,social goal,2,bad,smile,state_manipulation
R_WCjxZcE07WH3uoh,no_info,informational goal,1,bad,smile,state_manipulation
R_WCjxZcE07WH3uoh,no_info,social goal,3,bad,smile,state_manipulation
R_WCjxZcE07WH3uoh,good,informational goal,1,good,frown,state_manipulation
R_WCjxZcE07WH3uoh,good,social goal,3,good,frown,state_manipulation
R_WCjxZcE07WH3uoh,bad,informational goal,1,good,frown,state_manipulation
R_WCjxZcE07WH3uoh,bad,social goal,3,good,frown,state_manipulation
R_WCjxZcE07WH3uoh,no_info,informational goal,1,good,frown,state_manipulation
R_WCjxZcE07WH3uoh,no_info,social goal,1,good,frown,state_manipulation
R_WCjxZcE07WH3uoh,good,informational goal,4,bad,frown,state_manipulation
R_WCjxZcE07WH3uoh,good,social goal,2,bad,frown,state_manipulation
R_WCjxZcE07WH3uoh,bad,informational goal,4,bad,frown,state_manipulation
R_WCjxZcE07WH3uoh,bad,social goal,1,bad,frown,state_manipulation
R_WCjxZcE07WH3uoh,no_info,informational goal,4,bad,frown,state_manipulation
R_WCjxZcE07WH3uoh,no_info,social goal,1,bad,frown,state_manipulation
R_3nurgp9z6hu3EO9,good,informational goal,3,good,smile,state_manipulation
R_3nurgp9z6hu3EO9,good,social goal,2,good,smile,state_manipulation
R_3nurgp9z6hu3EO9,bad,informational goal,1,good,smile,state_manipulation
R_3nurgp9z6hu3EO9,bad,social goal,4,good,smile,state_manipulation
R_3nurgp9z6hu3EO9,no_info,informational goal,3,good,smile,state_manipulation
R_3nurgp9z6hu3EO9,no_info,social goal,3,good,smile,state_manipulation
R_3nurgp9z6hu3EO9,good,informational goal,3,bad,smile,state_manipulation
R_3nurgp9z6hu3EO9,good,social goal,2,bad,smile,state_manipulation
R_3nurgp9z6hu3EO9,bad,informational goal,2,bad,smile,state_manipulation
R_3nurgp9z6hu3EO9,bad,social goal,2,bad,smile,state_manipulation
R_3nurgp9z6hu3EO9,no_info,informational goal,1,bad,smile,state_manipulation
R_3nurgp9z6hu3EO9,no_info,social goal,2,bad,smile,state_manipulation
R_3nurgp9z6hu3EO9,good,informational goal,2,good,frown,state_manipulation
R_3nurgp9z6hu3EO9,good,social goal,2,good,frown,state_manipulation
R_3nurgp9z6hu3EO9,bad,informational goal,1,good,frown,state_manipulation
R_3nurgp9z6hu3EO9,bad,social goal,2,good,frown,state_manipulation
R_3nurgp9z6hu3EO9,no_info,informational goal,3,good,frown,state_manipulation
R_3nurgp9z6hu3EO9,no_info,social goal,2,good,frown,state_manipulation
R_3nurgp9z6hu3EO9,good,informational goal,3,bad,frown,state_manipulation
R_3nurgp9z6hu3EO9,good,social goal,2,bad,frown,state_manipulation
R_3nurgp9z6hu3EO9,bad,informational goal,4,bad,frown,state_manipulation
R_3nurgp9z6hu3EO9,bad,social goal,2,bad,frown,state_manipulation
R_3nurgp9z6hu3EO9,no_info,informational goal,3,bad,frown,state_manipulation
R_3nurgp9z6hu3EO9,no_info,social goal,2,bad,frown,state_manipulation
R_2OGyCQbrB6S34ze,good,informational goal,4,good,smile,state_manipulation
R_2OGyCQbrB6S34ze,good,social goal,4,good,smile,state_manipulation
R_2OGyCQbrB6S34ze,bad,informational goal,4,good,smile,state_manipulation
R_2OGyCQbrB6S34ze,bad,social goal,4,good,smile,state_manipulation
R_2OGyCQbrB6S34ze,no_info,informational goal,4,good,smile,state_manipulation
R_2OGyCQbrB6S34ze,no_info,social goal,4,good,smile,state_manipulation
R_2OGyCQbrB6S34ze,good,informational goal,1,bad,smile,state_manipulation
R_2OGyCQbrB6S34ze,good,social goal,4,bad,smile,state_manipulation
R_2OGyCQbrB6S34ze,bad,informational goal,1,bad,smile,state_manipulation
R_2OGyCQbrB6S34ze,bad,social goal,4,bad,smile,state_manipulation
R_2OGyCQbrB6S34ze,no_info,informational goal,3,bad,smile,state_manipulation
R_2OGyCQbrB6S34ze,no_info,social goal,4,bad,smile,state_manipulation
R_2OGyCQbrB6S34ze,good,informational goal,1,good,frown,state_manipulation
R_2OGyCQbrB6S34ze,good,social goal,1,good,frown,state_manipulation
R_2OGyCQbrB6S34ze,bad,informational goal,2,good,frown,state_manipulation
R_2OGyCQbrB6S34ze,bad,social goal,1,good,frown,state_manipulation
R_2OGyCQbrB6S34ze,no_info,informational goal,3,good,frown,state_manipulation
R_2OGyCQbrB6S34ze,no_info,social goal,1,good,frown,state_manipulation
R_2OGyCQbrB6S34ze,good,informational goal,4,bad,frown,state_manipulation
R_2OGyCQbrB6S34ze,good,social goal,2,bad,frown,state_manipulation
R_2OGyCQbrB6S34ze,bad,informational goal,4,bad,frown,state_manipulation
R_2OGyCQbrB6S34ze,bad,social goal,1,bad,frown,state_manipulation
R_2OGyCQbrB6S34ze,no_info,informational goal,4,bad,frown,state_manipulation
R_2OGyCQbrB6S34ze,no_info,social goal,2,bad,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,good,informational goal,4,good,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,good,social goal,4,good,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,informational goal,1,good,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,social goal,3,good,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,informational goal,4,good,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,social goal,4,good,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,good,informational goal,2,bad,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,good,social goal,1,bad,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,informational goal,2,bad,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,social goal,1,bad,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,informational goal,2,bad,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,social goal,1,bad,smile,state_manipulation
R_1GKpBQ6fOpGLtRa,good,informational goal,1,good,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,good,social goal,2,good,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,informational goal,1,good,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,social goal,2,good,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,informational goal,2,good,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,social goal,2,good,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,good,informational goal,2,bad,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,good,social goal,2,bad,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,informational goal,4,bad,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,bad,social goal,4,bad,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,informational goal,3,bad,frown,state_manipulation
R_1GKpBQ6fOpGLtRa,no_info,social goal,2,bad,frown,state_manipulation
R_1DUu7kFtzndqwkg,good,informational goal,4,good,smile,state_manipulation
R_1DUu7kFtzndqwkg,good,social goal,4,good,smile,state_manipulation
R_1DUu7kFtzndqwkg,bad,informational goal,1,good,smile,state_manipulation
R_1DUu7kFtzndqwkg,bad,social goal,4,good,smile,state_manipulation
R_1DUu7kFtzndqwkg,no_info,informational goal,4,good,smile,state_manipulation
R_1DUu7kFtzndqwkg,no_info,social goal,4,good,smile,state_manipulation
R_1DUu7kFtzndqwkg,good,informational goal,1,bad,smile,state_manipulation
R_1DUu7kFtzndqwkg,good,social goal,1,bad,smile,state_manipulation
R_1DUu7kFtzndqwkg,bad,informational goal,3,bad,smile,state_manipulation
R_1DUu7kFtzndqwkg,bad,social goal,3,bad,smile,state_manipulation
R_1DUu7kFtzndqwkg,no_info,informational goal,1,bad,smile,state_manipulation
R_1DUu7kFtzndqwkg,no_info,social goal,2,bad,smile,state_manipulation
R_1DUu7kFtzndqwkg,good,informational goal,1,good,frown,state_manipulation
R_1DUu7kFtzndqwkg,good,social goal,2,good,frown,state_manipulation
R_1DUu7kFtzndqwkg,bad,informational goal,1,good,frown,state_manipulation
R_1DUu7kFtzndqwkg,bad,social goal,3,good,frown,state_manipulation
R_1DUu7kFtzndqwkg,no_info,informational goal,1,good,frown,state_manipulation
R_1DUu7kFtzndqwkg,no_info,social goal,3,good,frown,state_manipulation
R_1DUu7kFtzndqwkg,good,informational goal,3,bad,frown,state_manipulation
R_1DUu7kFtzndqwkg,good,social goal,2,bad,frown,state_manipulation
R_1DUu7kFtzndqwkg,bad,informational goal,4,bad,frown,state_manipulation
R_1DUu7kFtzndqwkg,bad,social goal,2,bad,frown,state_manipulation
R_1DUu7kFtzndqwkg,no_info,informational goal,4,bad,frown,state_manipulation
R_1DUu7kFtzndqwkg,no_info,social goal,1,bad,frown,state_manipulation
R_1LOtpLsnrcoKTEp,good,informational goal,3,good,smile,state_manipulation
R_1LOtpLsnrcoKTEp,good,social goal,1,good,smile,state_manipulation
R_1LOtpLsnrcoKTEp,bad,informational goal,2,good,smile,state_manipulation
R_1LOtpLsnrcoKTEp,bad,social goal,2,good,smile,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,informational goal,3,good,smile,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,social goal,1,good,smile,state_manipulation
R_1LOtpLsnrcoKTEp,good,informational goal,1,bad,smile,state_manipulation
R_1LOtpLsnrcoKTEp,good,social goal,1,bad,smile,state_manipulation
R_1LOtpLsnrcoKTEp,bad,informational goal,1,bad,smile,state_manipulation
R_1LOtpLsnrcoKTEp,bad,social goal,1,bad,smile,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,informational goal,3,bad,smile,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,social goal,1,bad,smile,state_manipulation
R_1LOtpLsnrcoKTEp,good,informational goal,1,good,frown,state_manipulation
R_1LOtpLsnrcoKTEp,good,social goal,3,good,frown,state_manipulation
R_1LOtpLsnrcoKTEp,bad,informational goal,1,good,frown,state_manipulation
R_1LOtpLsnrcoKTEp,bad,social goal,4,good,frown,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,informational goal,1,good,frown,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,social goal,1,good,frown,state_manipulation
R_1LOtpLsnrcoKTEp,good,informational goal,3,bad,frown,state_manipulation
R_1LOtpLsnrcoKTEp,good,social goal,1,bad,frown,state_manipulation
R_1LOtpLsnrcoKTEp,bad,informational goal,3,bad,frown,state_manipulation
R_1LOtpLsnrcoKTEp,bad,social goal,1,bad,frown,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,informational goal,3,bad,frown,state_manipulation
R_1LOtpLsnrcoKTEp,no_info,social goal,1,bad,frown,state_manipulation
R_DuzHDQUutxARvSF,good,informational goal,4,good,smile,state_manipulation
R_DuzHDQUutxARvSF,good,social goal,4,good,smile,state_manipulation
R_DuzHDQUutxARvSF,bad,informational goal,4,good,smile,state_manipulation
R_DuzHDQUutxARvSF,bad,social goal,4,good,smile,state_manipulation
R_DuzHDQUutxARvSF,no_info,informational goal,4,good,smile,state_manipulation
R_DuzHDQUutxARvSF,no_info,social goal,4,good,smile,state_manipulation
R_DuzHDQUutxARvSF,good,informational goal,2,bad,smile,state_manipulation
R_DuzHDQUutxARvSF,good,social goal,1,bad,smile,state_manipulation
R_DuzHDQUutxARvSF,bad,informational goal,1,bad,smile,state_manipulation
R_DuzHDQUutxARvSF,bad,social goal,1,bad,smile,state_manipulation
R_DuzHDQUutxARvSF,no_info,informational goal,1,bad,smile,state_manipulation
R_DuzHDQUutxARvSF,no_info,social goal,1,bad,smile,state_manipulation
R_DuzHDQUutxARvSF,good,informational goal,1,good,frown,state_manipulation
R_DuzHDQUutxARvSF,good,social goal,1,good,frown,state_manipulation
R_DuzHDQUutxARvSF,bad,informational goal,1,good,frown,state_manipulation
R_DuzHDQUutxARvSF,bad,social goal,1,good,frown,state_manipulation
R_DuzHDQUutxARvSF,no_info,informational goal,1,good,frown,state_manipulation
R_DuzHDQUutxARvSF,no_info,social goal,1,good,frown,state_manipulation
R_DuzHDQUutxARvSF,good,informational goal,3,bad,frown,state_manipulation
R_DuzHDQUutxARvSF,good,social goal,3,bad,frown,state_manipulation
R_DuzHDQUutxARvSF,bad,informational goal,2,bad,frown,state_manipulation
R_DuzHDQUutxARvSF,bad,social goal,2,bad,frown,state_manipulation
R_DuzHDQUutxARvSF,no_info,informational goal,4,bad,frown,state_manipulation
R_DuzHDQUutxARvSF,no_info,social goal,4,bad,frown,state_manipulation
R_2xY1EaScw8SuYT5,good,informational goal,4,good,smile,state_manipulation
R_2xY1EaScw8SuYT5,good,social goal,4,good,smile,state_manipulation
R_2xY1EaScw8SuYT5,bad,informational goal,4,good,smile,state_manipulation
R_2xY1EaScw8SuYT5,bad,social goal,4,good,smile,state_manipulation
R_2xY1EaScw8SuYT5,no_info,informational goal,4,good,smile,state_manipulation
R_2xY1EaScw8SuYT5,no_info,social goal,4,good,smile,state_manipulation
R_2xY1EaScw8SuYT5,good,informational goal,1,bad,smile,state_manipulation
R_2xY1EaScw8SuYT5,good,social goal,1,bad,smile,state_manipulation
R_2xY1EaScw8SuYT5,bad,informational goal,3,bad,smile,state_manipulation
R_2xY1EaScw8SuYT5,bad,social goal,3,bad,smile,state_manipulation
R_2xY1EaScw8SuYT5,no_info,informational goal,1,bad,smile,state_manipulation
R_2xY1EaScw8SuYT5,no_info,social goal,1,bad,smile,state_manipulation
R_2xY1EaScw8SuYT5,good,informational goal,1,good,frown,state_manipulation
R_2xY1EaScw8SuYT5,good,social goal,1,good,frown,state_manipulation
R_2xY1EaScw8SuYT5,bad,informational goal,1,good,frown,state_manipulation
R_2xY1EaScw8SuYT5,bad,social goal,1,good,frown,state_manipulation
R_2xY1EaScw8SuYT5,no_info,informational goal,3,good,frown,state_manipulation
R_2xY1EaScw8SuYT5,no_info,social goal,3,good,frown,state_manipulation
R_2xY1EaScw8SuYT5,good,informational goal,2,bad,frown,state_manipulation
R_2xY1EaScw8SuYT5,good,social goal,2,bad,frown,state_manipulation
R_2xY1EaScw8SuYT5,bad,informational goal,3,bad,frown,state_manipulation
R_2xY1EaScw8SuYT5,bad,social goal,3,bad,frown,state_manipulation
R_2xY1EaScw8SuYT5,no_info,informational goal,4,bad,frown,state_manipulation
R_2xY1EaScw8SuYT5,no_info,social goal,4,bad,frown,state_manipulation
R_3lsNkRvPwKN9KzC,good,informational goal,4,good,smile,state_manipulation
R_3lsNkRvPwKN9KzC,good,social goal,4,good,smile,state_manipulation
R_3lsNkRvPwKN9KzC,bad,informational goal,3,good,smile,state_manipulation
R_3lsNkRvPwKN9KzC,bad,social goal,3,good,smile,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,informational goal,4,good,smile,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,social goal,4,good,smile,state_manipulation
R_3lsNkRvPwKN9KzC,good,informational goal,3,bad,smile,state_manipulation
R_3lsNkRvPwKN9KzC,good,social goal,1,bad,smile,state_manipulation
R_3lsNkRvPwKN9KzC,bad,informational goal,2,bad,smile,state_manipulation
R_3lsNkRvPwKN9KzC,bad,social goal,1,bad,smile,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,informational goal,3,bad,smile,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,social goal,3,bad,smile,state_manipulation
R_3lsNkRvPwKN9KzC,good,informational goal,1,good,frown,state_manipulation
R_3lsNkRvPwKN9KzC,good,social goal,3,good,frown,state_manipulation
R_3lsNkRvPwKN9KzC,bad,informational goal,1,good,frown,state_manipulation
R_3lsNkRvPwKN9KzC,bad,social goal,4,good,frown,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,informational goal,1,good,frown,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,social goal,4,good,frown,state_manipulation
R_3lsNkRvPwKN9KzC,good,informational goal,3,bad,frown,state_manipulation
R_3lsNkRvPwKN9KzC,good,social goal,3,bad,frown,state_manipulation
R_3lsNkRvPwKN9KzC,bad,informational goal,3,bad,frown,state_manipulation
R_3lsNkRvPwKN9KzC,bad,social goal,1,bad,frown,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,informational goal,3,bad,frown,state_manipulation
R_3lsNkRvPwKN9KzC,no_info,social goal,1,bad,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,good,informational goal,4,good,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,good,social goal,4,good,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,informational goal,3,good,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,social goal,4,good,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,informational goal,3,good,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,social goal,4,good,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,good,informational goal,2,bad,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,good,social goal,1,bad,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,informational goal,4,bad,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,social goal,3,bad,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,informational goal,2,bad,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,social goal,1,bad,smile,state_manipulation
R_1CmwUz3fmY2Pjr2,good,informational goal,1,good,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,good,social goal,2,good,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,informational goal,1,good,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,social goal,2,good,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,informational goal,1,good,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,social goal,1,good,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,good,informational goal,4,bad,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,good,social goal,3,bad,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,informational goal,4,bad,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,bad,social goal,3,bad,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,informational goal,3,bad,frown,state_manipulation
R_1CmwUz3fmY2Pjr2,no_info,social goal,3,bad,frown,state_manipulation
R_21vqmWIKGxYucWh,inf_goal,informational goal,4,good,smile,goal_manipulation
R_21vqmWIKGxYucWh,inf_goal,social goal,4,good,smile,goal_manipulation
R_21vqmWIKGxYucWh,soc_goal,informational goal,3,good,smile,goal_manipulation
R_21vqmWIKGxYucWh,soc_goal,social goal,3,good,smile,goal_manipulation
