id,condition_level,question,response,utt,exp,condition_name
R_3h6mj0uSUIyKEMK,no_info,informational goal,1,good,frown,state_manipulation
R_3h6mj0uSUIyKEMK,no_info,social goal,3,good,frown,state_manipulation
R_3h6mj0uSUIyKEMK,good,informational goal,3,bad,frown,state_manipulation
R_3h6mj0uSUIyKEMK,good,social goal,1,bad,frown,state_manipulation
R_3h6mj0uSUIyKEMK,bad,informational goal,3,bad,frown,state_manipulation
R_3h6mj0uSUIyKEMK,bad,social goal,1,bad,frown,state_manipulation
R_3h6mj0uSUIyKEMK,no_info,informational goal,3,bad,frown,state_manipulation
R_3h6mj0uSUIyKEMK,no_info,social goal,1,bad,frown,state_manipulation
R_1H785lhcOi4BZMC,good,informational goal,3,good,smile,state_manipulation
R_1H785lhcOi4BZMC,good,social goal,3,good,smile,state_manipulation
R_1H785lhcOi4BZMC,bad,informational goal,4,good,smile,state_manipulation
R_1H785lhcOi4BZMC,bad,social goal,4,good,smile,state_manipulation
R_1H785lhcOi4BZMC,no_info,informational goal,4,good,smile,state_manipulation
R_1H785lhcOi4BZMC,no_info,social goal,4,good,smile,state_manipulation
R_1H785lhcOi4BZMC,good,informational goal,3,bad,smile,state_manipulation
R_1H785lhcOi4BZMC,good,social goal,2,bad,smile,state_manipulation
R_1H785lhcOi4BZMC,bad,informational goal,3,bad,smile,state_manipulation
R_1H785lhcOi4BZMC,bad,social goal,2,bad,smile,state_manipulation
R_1H785lhcOi4BZMC,no_info,informational goal,1,bad,smile,state_manipulation
R_1H785lhcOi4BZMC,no_info,social goal,2,bad,smile,state_manipulation
R_1H785lhcOi4BZMC,good,informational goal,1,good,frown,state_manipulation
R_1H785lhcOi4BZMC,good,social goal,1,good,frown,state_manipulation
R_1H785lhcOi4BZMC,bad,informational goal,2,good,frown,state_manipulation
R_1H785lhcOi4BZMC,bad,social goal,1,good,frown,state_manipulation
R_1H785lhcOi4BZMC,no_info,informational goal,1,good,frown,state_manipulation
R_1H785lhcOi4BZMC,no_info,social goal,1,good,frown,state_manipulation
R_1H785lhcOi4BZMC,good,informational goal,3,bad,frown,state_manipulation
R_1H785lhcOi4BZMC,good,social goal,2,bad,frown,state_manipulation
R_1H785lhcOi4BZMC,bad,informational goal,4,bad,frown,state_manipulation
R_1H785lhcOi4BZMC,bad,social goal,4,bad,frown,state_manipulation
R_1H785lhcOi4BZMC,no_info,informational goal,3,bad,frown,state_manipulation
R_1H785lhcOi4BZMC,no_info,social goal,3,bad,frown,state_manipulation
R_3JiQEyrzDmduGTn,good,informational goal,1,good,smile,state_manipulation
R_3JiQEyrzDmduGTn,good,social goal,3,good,smile,state_manipulation
R_3JiQEyrzDmduGTn,bad,informational goal,1,good,smile,state_manipulation
R_3JiQEyrzDmduGTn,bad,social goal,3,good,smile,state_manipulation
R_3JiQEyrzDmduGTn,no_info,informational goal,3,good,smile,state_manipulation
R_3JiQEyrzDmduGTn,no_info,social goal,1,good,smile,state_manipulation
R_3JiQEyrzDmduGTn,good,informational goal,1,bad,smile,state_manipulation
R_3JiQEyrzDmduGTn,good,social goal,1,bad,smile,state_manipulation
R_3JiQEyrzDmduGTn,bad,informational goal,3,bad,smile,state_manipulation
R_3JiQEyrzDmduGTn,bad,social goal,3,bad,smile,state_manipulation
R_3JiQEyrzDmduGTn,no_info,informational goal,3,bad,smile,state_manipulation
R_3JiQEyrzDmduGTn,no_info,social goal,2,bad,smile,state_manipulation
R_3JiQEyrzDmduGTn,good,informational goal,3,good,frown,state_manipulation
R_3JiQEyrzDmduGTn,good,social goal,2,good,frown,state_manipulation
R_3JiQEyrzDmduGTn,bad,informational goal,2,good,frown,state_manipulation
R_3JiQEyrzDmduGTn,bad,social goal,2,good,frown,state_manipulation
R_3JiQEyrzDmduGTn,no_info,informational goal,1,good,frown,state_manipulation
R_3JiQEyrzDmduGTn,no_info,social goal,1,good,frown,state_manipulation
R_3JiQEyrzDmduGTn,good,informational goal,1,bad,frown,state_manipulation
R_3JiQEyrzDmduGTn,good,social goal,1,bad,frown,state_manipulation
R_3JiQEyrzDmduGTn,bad,informational goal,4,bad,frown,state_manipulation
R_3JiQEyrzDmduGTn,bad,social goal,2,bad,frown,state_manipulation
R_3JiQEyrzDmduGTn,no_info,informational goal,4,bad,frown,state_manipulation
R_3JiQEyrzDmduGTn,no_info,social goal,1,bad,frown,state_manipulation
R_1hMPROCFxMaKhgn,good,informational goal,2,good,smile,state_manipulation
R_1hMPROCFxMaKhgn,good,social goal,2,good,smile,state_manipulation
R_1hMPROCFxMaKhgn,bad,informational goal,4,good,smile,state_manipulation
R_1hMPROCFxMaKhgn,bad,social goal,4,good,smile,state_manipulation
R_1hMPROCFxMaKhgn,no_info,informational goal,4,good,smile,state_manipulation
R_1hMPROCFxMaKhgn,no_info,social goal,3,good,smile,state_manipulation
R_1hMPROCFxMaKhgn,good,informational goal,2,bad,smile,state_manipulation
R_1hMPROCFxMaKhgn,good,social goal,4,bad,smile,state_manipulation
R_1hMPROCFxMaKhgn,bad,informational goal,2,bad,smile,state_manipulation
R_1hMPROCFxMaKhgn,bad,social goal,4,bad,smile,state_manipulation
R_1hMPROCFxMaKhgn,no_info,informational goal,1,bad,smile,state_manipulation
R_1hMPROCFxMaKhgn,no_info,social goal,2,bad,smile,state_manipulation
R_1hMPROCFxMaKhgn,good,informational goal,1,good,frown,state_manipulation
R_1hMPROCFxMaKhgn,good,social goal,2,good,frown,state_manipulation
R_1hMPROCFxMaKhgn,bad,informational goal,1,good,frown,state_manipulation
R_1hMPROCFxMaKhgn,bad,social goal,2,good,frown,state_manipulation
R_1hMPROCFxMaKhgn,no_info,informational goal,1,good,frown,state_manipulation
R_1hMPROCFxMaKhgn,no_info,social goal,3,good,frown,state_manipulation
R_1hMPROCFxMaKhgn,good,informational goal,4,bad,frown,state_manipulation
R_1hMPROCFxMaKhgn,good,social goal,2,bad,frown,state_manipulation
R_1hMPROCFxMaKhgn,bad,informational goal,4,bad,frown,state_manipulation
R_1hMPROCFxMaKhgn,bad,social goal,2,bad,frown,state_manipulation
R_1hMPROCFxMaKhgn,no_info,informational goal,4,bad,frown,state_manipulation
R_1hMPROCFxMaKhgn,no_info,social goal,2,bad,frown,state_manipulation
R_6VVZ7k9emFfXSlb,good,informational goal,3,good,smile,state_manipulation
R_6VVZ7k9emFfXSlb,good,social goal,3,good,smile,state_manipulation
R_6VVZ7k9emFfXSlb,bad,informational goal,2,good,smile,state_manipulation
R_6VVZ7k9emFfXSlb,bad,social goal,4,good,smile,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,informational goal,2,good,smile,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,social goal,3,good,smile,state_manipulation
R_6VVZ7k9emFfXSlb,good,informational goal,3,bad,smile,state_manipulation
R_6VVZ7k9emFfXSlb,good,social goal,2,bad,smile,state_manipulation
R_6VVZ7k9emFfXSlb,bad,informational goal,1,bad,smile,state_manipulation
R_6VVZ7k9emFfXSlb,bad,social goal,1,bad,smile,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,informational goal,1,bad,smile,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,social goal,1,bad,smile,state_manipulation
R_6VVZ7k9emFfXSlb,good,informational goal,1,good,frown,state_manipulation
R_6VVZ7k9emFfXSlb,good,social goal,2,good,frown,state_manipulation
R_6VVZ7k9emFfXSlb,bad,informational goal,1,good,frown,state_manipulation
R_6VVZ7k9emFfXSlb,bad,social goal,3,good,frown,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,informational goal,1,good,frown,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,social goal,3,good,frown,state_manipulation
R_6VVZ7k9emFfXSlb,good,informational goal,4,bad,frown,state_manipulation
R_6VVZ7k9emFfXSlb,good,social goal,1,bad,frown,state_manipulation
R_6VVZ7k9emFfXSlb,bad,informational goal,2,bad,frown,state_manipulation
R_6VVZ7k9emFfXSlb,bad,social goal,1,bad,frown,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,informational goal,4,bad,frown,state_manipulation
R_6VVZ7k9emFfXSlb,no_info,social goal,1,bad,frown,state_manipulation
R_3Mli1V93XOq6fk1,good,informational goal,3,good,smile,state_manipulation
R_3Mli1V93XOq6fk1,good,social goal,3,good,smile,state_manipulation
R_3Mli1V93XOq6fk1,bad,informational goal,4,good,smile,state_manipulation
R_3Mli1V93XOq6fk1,bad,social goal,4,good,smile,state_manipulation
R_3Mli1V93XOq6fk1,no_info,informational goal,3,good,smile,state_manipulation
R_3Mli1V93XOq6fk1,no_info,social goal,3,good,smile,state_manipulation
R_3Mli1V93XOq6fk1,good,informational goal,3,bad,smile,state_manipulation
R_3Mli1V93XOq6fk1,good,social goal,3,bad,smile,state_manipulation
R_3Mli1V93XOq6fk1,bad,informational goal,2,bad,smile,state_manipulation
R_3Mli1V93XOq6fk1,bad,social goal,2,bad,smile,state_manipulation
R_3Mli1V93XOq6fk1,no_info,informational goal,2,bad,smile,state_manipulation
R_3Mli1V93XOq6fk1,no_info,social goal,2,bad,smile,state_manipulation
R_3Mli1V93XOq6fk1,good,informational goal,1,good,frown,state_manipulation
R_3Mli1V93XOq6fk1,good,social goal,2,good,frown,state_manipulation
R_3Mli1V93XOq6fk1,bad,informational goal,1,good,frown,state_manipulation
R_3Mli1V93XOq6fk1,bad,social goal,2,good,frown,state_manipulation
R_3Mli1V93XOq6fk1,no_info,informational goal,2,good,frown,state_manipulation
R_3Mli1V93XOq6fk1,no_info,social goal,2,good,frown,state_manipulation
R_3Mli1V93XOq6fk1,good,informational goal,3,bad,frown,state_manipulation
R_3Mli1V93XOq6fk1,good,social goal,1,bad,frown,state_manipulation
R_3Mli1V93XOq6fk1,bad,informational goal,2,bad,frown,state_manipulation
R_3Mli1V93XOq6fk1,bad,social goal,2,bad,frown,state_manipulation
R_3Mli1V93XOq6fk1,no_info,informational goal,3,bad,frown,state_manipulation
R_3Mli1V93XOq6fk1,no_info,social goal,1,bad,frown,state_manipulation
R_BDhGedXNGOJWMox,good,informational goal,3,good,smile,state_manipulation
R_BDhGedXNGOJWMox,good,social goal,2,good,smile,state_manipulation
R_BDhGedXNGOJWMox,bad,informational goal,3,good,smile,state_manipulation
R_BDhGedXNGOJWMox,bad,social goal,2,good,smile,state_manipulation
R_BDhGedXNGOJWMox,no_info,informational goal,3,good,smile,state_manipulation
R_BDhGedXNGOJWMox,no_info,social goal,2,good,smile,state_manipulation
R_BDhGedXNGOJWMox,good,informational goal,1,bad,smile,state_manipulation
R_BDhGedXNGOJWMox,good,social goal,1,bad,smile,state_manipulation
R_BDhGedXNGOJWMox,bad,informational goal,1,bad,smile,state_manipulation
R_BDhGedXNGOJWMox,bad,social goal,1,bad,smile,state_manipulation
R_BDhGedXNGOJWMox,no_info,informational goal,1,bad,smile,state_manipulation
R_BDhGedXNGOJWMox,no_info,social goal,1,bad,smile,state_manipulation
R_BDhGedXNGOJWMox,good,informational goal,1,good,frown,state_manipulation
R_BDhGedXNGOJWMox,good,social goal,4,good,frown,state_manipulation
R_BDhGedXNGOJWMox,bad,informational goal,1,good,frown,state_manipulation
R_BDhGedXNGOJWMox,bad,social goal,4,good,frown,state_manipulation
R_BDhGedXNGOJWMox,no_info,informational goal,1,good,frown,state_manipulation
R_BDhGedXNGOJWMox,no_info,social goal,4,good,frown,state_manipulation
R_BDhGedXNGOJWMox,good,informational goal,4,bad,frown,state_manipulation
R_BDhGedXNGOJWMox,good,social goal,1,bad,frown,state_manipulation
R_BDhGedXNGOJWMox,bad,informational goal,3,bad,frown,state_manipulation
R_BDhGedXNGOJWMox,bad,social goal,1,bad,frown,state_manipulation
R_BDhGedXNGOJWMox,no_info,informational goal,4,bad,frown,state_manipulation
R_BDhGedXNGOJWMox,no_info,social goal,1,bad,frown,state_manipulation
R_10YFckbkEkEz8op,good,informational goal,2,good,smile,state_manipulation
R_10YFckbkEkEz8op,good,social goal,2,good,smile,state_manipulation
R_10YFckbkEkEz8op,bad,informational goal,3,good,smile,state_manipulation
R_10YFckbkEkEz8op,bad,social goal,4,good,smile,state_manipulation
R_10YFckbkEkEz8op,no_info,informational goal,4,good,smile,state_manipulation
R_10YFckbkEkEz8op,no_info,social goal,4,good,smile,state_manipulation
R_10YFckbkEkEz8op,good,informational goal,1,bad,smile,state_manipulation
R_10YFckbkEkEz8op,good,social goal,1,bad,smile,state_manipulation
R_10YFckbkEkEz8op,bad,informational goal,2,bad,smile,state_manipulation
R_10YFckbkEkEz8op,bad,social goal,2,bad,smile,state_manipulation
R_10YFckbkEkEz8op,no_info,informational goal,3,bad,smile,state_manipulation
R_10YFckbkEkEz8op,no_info,social goal,3,bad,smile,state_manipulation
R_10YFckbkEkEz8op,good,informational goal,1,good,frown,state_manipulation
R_10YFckbkEkEz8op,good,social goal,3,good,frown,state_manipulation
R_10YFckbkEkEz8op,bad,informational goal,1,good,frown,state_manipulation
R_10YFckbkEkEz8op,bad,social goal,3,good,frown,state_manipulation
R_10YFckbkEkEz8op,no_info,informational goal,1,good,frown,state_manipulation
R_10YFckbkEkEz8op,no_info,social goal,3,good,frown,state_manipulation
R_10YFckbkEkEz8op,good,informational goal,3,bad,frown,state_manipulation
R_10YFckbkEkEz8op,good,social goal,2,bad,frown,state_manipulation
R_10YFckbkEkEz8op,bad,informational goal,4,bad,frown,state_manipulation
R_10YFckbkEkEz8op,bad,social goal,3,bad,frown,state_manipulation
R_10YFckbkEkEz8op,no_info,informational goal,4,bad,frown,state_manipulation
R_10YFckbkEkEz8op,no_info,social goal,2,bad,frown,state_manipulation
R_a4MSL19YbUzJjQ5,good,informational goal,4,good,smile,state_manipulation
R_a4MSL19YbUzJjQ5,good,social goal,3,good,smile,state_manipulation
R_a4MSL19YbUzJjQ5,bad,informational goal,2,good,smile,state_manipulation
R_a4MSL19YbUzJjQ5,bad,social goal,4,good,smile,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,informational goal,4,good,smile,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,social goal,3,good,smile,state_manipulation
R_a4MSL19YbUzJjQ5,good,informational goal,4,bad,smile,state_manipulation
R_a4MSL19YbUzJjQ5,good,social goal,3,bad,smile,state_manipulation
R_a4MSL19YbUzJjQ5,bad,informational goal,3,bad,smile,state_manipulation
R_a4MSL19YbUzJjQ5,bad,social goal,3,bad,smile,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,informational goal,2,bad,smile,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,social goal,2,bad,smile,state_manipulation
R_a4MSL19YbUzJjQ5,good,informational goal,1,good,frown,state_manipulation
R_a4MSL19YbUzJjQ5,good,social goal,2,good,frown,state_manipulation
R_a4MSL19YbUzJjQ5,bad,informational goal,1,good,frown,state_manipulation
R_a4MSL19YbUzJjQ5,bad,social goal,2,good,frown,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,informational goal,1,good,frown,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,social goal,2,good,frown,state_manipulation
R_a4MSL19YbUzJjQ5,good,informational goal,4,bad,frown,state_manipulation
R_a4MSL19YbUzJjQ5,good,social goal,2,bad,frown,state_manipulation
R_a4MSL19YbUzJjQ5,bad,informational goal,4,bad,frown,state_manipulation
R_a4MSL19YbUzJjQ5,bad,social goal,1,bad,frown,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,informational goal,4,bad,frown,state_manipulation
R_a4MSL19YbUzJjQ5,no_info,social goal,2,bad,frown,state_manipulation
R_2VmzjKPY8E9za1j,good,informational goal,3,good,smile,state_manipulation
R_2VmzjKPY8E9za1j,good,social goal,3,good,smile,state_manipulation
R_2VmzjKPY8E9za1j,bad,informational goal,1,good,smile,state_manipulation
R_2VmzjKPY8E9za1j,bad,social goal,4,good,smile,state_manipulation
R_2VmzjKPY8E9za1j,no_info,informational goal,2,good,smile,state_manipulation
R_2VmzjKPY8E9za1j,no_info,social goal,4,good,smile,state_manipulation
R_2VmzjKPY8E9za1j,good,informational goal,2,bad,smile,state_manipulation
R_2VmzjKPY8E9za1j,good,social goal,1,bad,smile,state_manipulation
R_2VmzjKPY8E9za1j,bad,informational goal,4,bad,smile,state_manipulation
R_2VmzjKPY8E9za1j,bad,social goal,1,bad,smile,state_manipulation
R_2VmzjKPY8E9za1j,no_info,informational goal,2,bad,smile,state_manipulation
R_2VmzjKPY8E9za1j,no_info,social goal,1,bad,smile,state_manipulation
R_2VmzjKPY8E9za1j,good,informational goal,4,good,frown,state_manipulation
R_2VmzjKPY8E9za1j,good,social goal,2,good,frown,state_manipulation
R_2VmzjKPY8E9za1j,bad,informational goal,1,good,frown,state_manipulation
R_2VmzjKPY8E9za1j,bad,social goal,4,good,frown,state_manipulation
R_2VmzjKPY8E9za1j,no_info,informational goal,1,good,frown,state_manipulation
R_2VmzjKPY8E9za1j,no_info,social goal,4,good,frown,state_manipulation
R_2VmzjKPY8E9za1j,good,informational goal,1,bad,frown,state_manipulation
R_2VmzjKPY8E9za1j,good,social goal,1,bad,frown,state_manipulation
R_2VmzjKPY8E9za1j,bad,informational goal,4,bad,frown,state_manipulation
R_2VmzjKPY8E9za1j,bad,social goal,1,bad,frown,state_manipulation
