iter,model,chain,manipulation, manipulation_level, parameter,utt,emo,value,prob,score
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,emoComm,good,frown,true,0.09392520453148037,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,state,bad,frown,1,0.37144178856447957,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,state,bad,frown,2,0.6039193653985622,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,state,bad,frown,3,0.023157371125893875,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,state,bad,frown,4,0.0006597495482420348,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,state,bad,frown,5,0.0005824936445740708,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,state,bad,frown,6,0.00023923171824809548,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,socGoal,bad,frown,1,0.42184683871865447,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,socGoal,bad,frown,2,0.3093558133882111,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,socGoal,bad,frown,3,0.1918570496803675,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,socGoal,bad,frown,4,0.0769402982127669,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,infGoal,bad,frown,1,0.05907982453832259,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,infGoal,bad,frown,2,0.2020303837255883,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,infGoal,bad,frown,3,0.3138763801930845,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,infGoal,bad,frown,4,0.42501341154300454,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,good,emoComm,bad,frown,true,0.44498101819078884,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,smile,1,0.06766866717523931,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,smile,2,0.07293632452950088,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,smile,3,0.254758989727875,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,smile,4,0.27906740839012023,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,smile,5,0.19969684866397058,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,smile,6,0.12587176151329404,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,smile,1,0.17078189697482662,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,smile,2,0.23906395033112543,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,smile,3,0.28371921090543495,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,smile,4,0.3064349417886129,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,smile,1,0.29735479384120705,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,smile,2,0.26843845635518354,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,smile,3,0.23881456809359494,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,smile,4,0.1953921817100144,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,emoComm,good,smile,true,0.569300141177819,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,smile,1,0.020583832340085536,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,smile,2,0.29888384846397464,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,smile,3,0.6521368713618074,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,smile,4,0.01510601505363348,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,smile,5,0.010369730926949206,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,smile,6,0.0029197018535499666,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,smile,1,0.5562148259826128,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,smile,2,0.2590894746025674,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,smile,3,0.09234108452292134,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,smile,4,0.09235461489189842,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,smile,1,0.12167046714404613,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,smile,2,0.18966087847249852,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,smile,3,0.2589113874573601,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,smile,4,0.42975726692609517,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,emoComm,bad,smile,true,0.6473398462888411,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,frown,1,0.4668146424793356,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,frown,2,0.4945140767750257,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,frown,3,0.02905787963987736,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,frown,4,0.00420858603766591,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,frown,5,0.002962687904737069,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,good,frown,6,0.0024421271633580776,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,frown,1,0.1105205105781517,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,frown,2,0.15178047990547722,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,frown,3,0.2959406214717653,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,good,frown,4,0.4417583880446057,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,frown,1,0.5466943571286825,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,frown,2,0.30212384975893286,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,frown,3,0.1490288888440067,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,good,frown,4,0.002152904268378045,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,emoComm,good,frown,true,0.05514264615868407,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,frown,1,0.5258713339435285,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,frown,2,0.4629654304629782,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,frown,3,0.010766015890248365,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,frown,4,0.00020833215027836257,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,frown,5,0.0001399249310206229,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,state,bad,frown,6,0.000048962621945623464,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,frown,1,0.4054299958790509,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,frown,2,0.31261739456782733,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,frown,3,0.1976726737399986,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,socGoal,bad,frown,4,0.08427993581312307,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,frown,1,0.056903307017405876,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,frown,2,0.20273303080595237,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,frown,3,0.31436575900055586,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,infGoal,bad,frown,4,0.425997903176086,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,bad,emoComm,bad,frown,true,0.45356082924591606,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,smile,1,0.010883595646417346,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,smile,2,0.02065969509560276,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,smile,3,0.12589759745610482,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,smile,4,0.23835132338599319,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,smile,5,0.2920201480236389,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,smile,6,0.3121876403922428,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,smile,1,0.2161377225918662,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,smile,2,0.24893701230580628,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,smile,3,0.2649219839046974,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,smile,4,0.2700032811976302,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,smile,1,0.2602580640828631,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,smile,2,0.25730548451768015,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,smile,3,0.24887530739899094,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,smile,4,0.23356114400046574,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,emoComm,good,smile,true,0.5145572308688872,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,smile,1,0.007430376617779321,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,smile,2,0.19001255413308454,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,smile,3,0.7233133746382732,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,smile,4,0.028957307440890007,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,smile,5,0.034033679783809404,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,smile,6,0.016252707386163554,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,smile,1,0.6346412810843586,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,smile,2,0.24794019063492492,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,smile,3,0.0587049632896092,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,smile,4,0.058713564991107255,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,smile,1,0.1526965531867598,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,smile,2,0.17090773780578233,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,smile,3,0.24345504462953618,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,smile,4,0.43294066437792167,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,emoComm,bad,smile,true,0.5838819789431242,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,frown,1,0.3083414775157752,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,frown,2,0.5752563159638422,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,frown,3,0.058973180219394884,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,frown,4,0.014762073448006542,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,frown,5,0.01779222299900301,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,good,frown,6,0.024874729853978192,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,frown,1,0.16934149210737698,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,frown,2,0.14340814882124422,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,frown,3,0.27664747488607033,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,good,frown,4,0.41060288418530827,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,frown,1,0.5686061310435218,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,frown,2,0.2865524962663912,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,frown,3,0.14047203756163884,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,good,frown,4,0.004369335128448125,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,emoComm,good,frown,true,0.1162325574566552,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,frown,1,0.38177611017605306,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,frown,2,0.591933709231124,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,frown,3,0.024015266838907916,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,frown,4,0.0008031732216671145,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,frown,5,0.000923594168996569,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,state,bad,frown,6,0.0005481463632513976,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,frown,1,0.4221329911584585,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,frown,2,0.30883143847058747,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,frown,3,0.1917646320557917,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,socGoal,bad,frown,4,0.07727093831516232,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,frown,1,0.059963062063734814,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,frown,2,0.20221365652772316,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,frown,3,0.3136243478708884,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,infGoal,bad,frown,4,0.4241989335376536,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,state_manipulation,no_info,emoComm,bad,frown,true,0.4468286641437024,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,smile,1,0.03939662234503967,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,smile,2,0.040334950679671376,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,smile,3,0.17975421608583497,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,smile,4,0.24660760758374103,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,smile,5,0.24666996135093228,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,smile,6,0.2472366419547806,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,smile,1,0.19459673951584439,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,smile,2,0.32832552926080416,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,smile,3,0.30793946810440337,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,smile,4,0.1691382631189483,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,smile,1,0.21919574771981545,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,smile,2,0.3110483761519639,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,smile,3,0.2927182424892201,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,smile,4,0.17703763363900044,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,emoComm,good,smile,true,0.5390697217446596,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,smile,1,0.015099592919221383,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,smile,2,0.2885440753917877,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,smile,3,0.6637730321801196,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,smile,4,0.013637956277289682,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,smile,5,0.013084934638410274,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,smile,6,0.00586040859317122,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,bad,smile,1,0.5403857807114019,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,bad,smile,2,0.3090833650641497,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,bad,smile,3,0.11124700226232409,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,bad,smile,4,0.03928385196212422,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,bad,smile,1,0.09909437646499078,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,bad,smile,2,0.23777865976547283,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,bad,smile,3,0.30765111413485474,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,bad,smile,4,0.3554758496346816,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,emoComm,bad,smile,true,0.6388358295860386,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,frown,1,0.47347447409947474,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,frown,2,0.47680863483739466,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,frown,3,0.03353127977379078,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,frown,4,0.004942099237340115,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,frown,5,0.004863407453091539,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,good,frown,6,0.006380104598908174,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,frown,1,0.11114524284712239,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,frown,2,0.18900377488926318,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,frown,3,0.3824086284049091,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,good,frown,4,0.31744235385870545,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,frown,1,0.5102226057300785,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,frown,2,0.3622366952386997,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,frown,3,0.12564778072657562,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,infGoal,good,frown,4,0.0018929183046460395,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,emoComm,good,frown,true,0.06104893934329344,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,frown,1,0.5381519465600935,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,frown,2,0.4506067368585911,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,frown,3,0.010792853168998846,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,frown,4,0.00018217530419845256,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,frown,5,0.00017104494409622359,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,state,bad,frown,6,0.0000952431640219412,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,bad,frown,1,0.3716307920193658,19.02899148074631
0,Mb7_UttBalEmoTruBal,1,goal_manipulation,inf,socGoal,bad,frown,2,0.39708720770215133,19.02899148074631
